page_url,wrestler_id,wrestler,start_date,end_date,event,weight_c,round,opponent,school,result,score_details,winner_name,outcome,record,raw_details,created_at_utc
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,01/17/2025,01/18/2025,2024 COS Metro Wrestling Championships,106,Varsity,Tristan Tomlinson,James Irwin Charter,over,Fall 1:25,Jaden Armenta,W,8-3-0 W-L-T,Varsity - Champ. Round 1 - Jaden Armenta (Air Academy) over Tristan Tomlinson (James Irwin Charter) (Fall 1:25),2025-11-02T04:39:12.260Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,01/17/2025,01/18/2025,2024 COS Metro Wrestling Championships,106,Varsity,Kale Caden Woo,Liberty,over,Fall 3:15,Jaden Armenta,W,9-3-0 W-L-T,Varsity - Quarterfinals - Jaden Armenta (Air Academy) over Kale Caden Woo (Liberty) (Fall 3:15),2025-11-02T04:39:12.260Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,01/17/2025,01/18/2025,2024 COS Metro Wrestling Championships,106,Varsity,Collin Frye,The Classical Academy,over,TF 16-0 2:56,Jaden Armenta,W,10-3-0 W-L-T,Varsity - Semifinals - Jaden Armenta (Air Academy) over Collin Frye (The Classical Academy) (TF 16-0 2:56),2025-11-02T04:39:12.260Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,01/17/2025,01/18/2025,2024 COS Metro Wrestling Championships,106,Varsity,Eden Cobos Ortega,Lewis-Palmer,over,TF 16-1 5:40,Jaden Armenta,W,11-3-0 W-L-T,Varsity - 1st Place Match - Jaden Armenta (Air Academy) over Eden Cobos Ortega (Lewis-Palmer) (TF 16-1 5:40),2025-11-02T04:39:12.260Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/07/2025,02/08/2025,CHSAA Boys 4A Region 3,106,Varsity,Kingston Goos,George Washington,over,Fall 0:26,Jaden Armenta,W,12-3-0 W-L-T,Varsity - Champ. Round 1 - Jaden Armenta (Air Academy) over Kingston Goos (George Washington) (Fall 0:26),2025-11-02T04:39:12.260Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/07/2025,02/08/2025,CHSAA Boys 4A Region 3,106,Varsity,Troy Williams,Palmer Ridge,over,Fall 0:41,Jaden Armenta,W,13-3-0 W-L-T,Varsity - Quarterfinals - Jaden Armenta (Air Academy) over Troy Williams (Palmer Ridge) (Fall 0:41),2025-11-02T04:39:12.261Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/07/2025,02/08/2025,CHSAA Boys 4A Region 3,106,Varsity,Asher Montoya,Canon City,over,Fall 0:29,Jaden Armenta,W,14-3-0 W-L-T,Varsity - Semifinals - Jaden Armenta (Air Academy) over Asher Montoya (Canon City) (Fall 0:29),2025-11-02T04:39:12.261Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/07/2025,02/08/2025,CHSAA Boys 4A Region 3,106,Varsity,Anthony Castillo,Thompson Valley,over,Fall 1:22,Jaden Armenta,W,15-3-0 W-L-T,Varsity - 1st Place Match - Jaden Armenta (Air Academy) over Anthony Castillo (Thompson Valley) (Fall 1:22),2025-11-02T04:39:12.261Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/13/2025,02/15/2025,2025 CHSAA State Championships,106-4A,Varsity,Urijah Tonar,Montrose,over,MD 15-1,Jaden Armenta,W,16-3-0 W-L-T,Varsity - Champ. Round 1 - Jaden Armenta (Air Academy) over Urijah Tonar (Montrose) (MD 15-1),2025-11-02T04:39:12.261Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/13/2025,02/15/2025,2025 CHSAA State Championships,106-4A,Varsity,Michael Montano,Pueblo South,over,MD 11-1,Jaden Armenta,W,17-3-0 W-L-T,Varsity - Quarterfinals - Jaden Armenta (Air Academy) over Michael Montano (Pueblo South) (MD 11-1),2025-11-02T04:39:12.261Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/13/2025,02/15/2025,2025 CHSAA State Championships,106-4A,Varsity,Daniel Romero,2025 CHSAA State Championships,over,MD 18-6,Daniel Romero,L,17-4-0 W-L-T,Varsity - Semifinals - Daniel Romero (Greeley Central) over Jaden Armenta (Air Academy) (MD 18-6),2025-11-02T04:39:12.261Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/13/2025,02/15/2025,2025 CHSAA State Championships,106-4A,Varsity,Alex Herburger,Pueblo East,over,Fall 2:50,Jaden Armenta,W,18-4-0 W-L-T,Varsity - Cons. Semis - Jaden Armenta (Air Academy) over Alex Herburger (Pueblo East) (Fall 2:50),2025-11-02T04:39:12.261Z
https://www.trackwrestling.com/seasons/WrestlerMatches.jsp?TIM=1761945162951&twSessionId=csxlguiedi&wrestlerId=29820968132,29820968132,Jaden Armenta,02/13/2025,02/15/2025,2025 CHSAA State Championships,106-4A,Varsity,Eden Cobos Ortega,Lewis-Palmer,over,Dec 7-5,Jaden Armenta,W,19-4-0 W-L-T,Varsity - 3rd Place Match - Jaden Armenta (Air Academy) over Eden Cobos Ortega (Lewis-Palmer) (Dec 7-5),2025-11-02T04:39:12.261Z
